ThroughputMicro,Latency5Micro,LatencyMedMicro,Latency95Micro,ThroughputMono,Latency5Mono,LatencyMedMono,Latency95Mono
15.867,	256.847,    350.81,     570.916,       7.965, 241.92,319.17, 517.738
19.789,	253.4685,   356.544,    600.399,    11.971,     240.746,316.183,    511.159
23.682,	263.703,    376.557,    644.154,     15.861,     245.104,  317.815,   544.027
27.57,	274.423,    392.562,    822.142,    19.787,     252.807, 345.751,   654.574
31.36,	289.393,    411.215,    835.254,  23.524,     393.054,  662.976,  1520.888
35.258,	294.102,    429.659,    1107.967, 25.938,    897.26,  2578.649,    4895.537
39.038,	314.49,     464.112,    1340.189
41.696,	341.997,    666.682,    2176.558
